"TreeID","Girth_cm","DateRange","Start_Year","End_Year"
2280,27,"2007-2015
",2007,2015
2281,67,"2007-2015
",2007,2015
2282,87,"2007-2015
",2007,2015
2283,78,"2007-2015
",2007,2015
2284,36,"2007-2015
",2007,2015
2285,72,"2007-2015
",2007,2015
2286,35,"2007-2015
",2007,2015
2287,136,"2007-2015
",2007,2015
2288,58,"2007-2015
",2007,2015
2289,152,"2007-2015
",2007,2015
2290,75,"2007-2015
",2007,2015
2291,134,"2007-2015
",2007,2015
2292,111,"2007-2015
",2007,2015
2293,112,"2007-2015
",2007,2015
2294,94,"2007-2015
",2007,2015
2295,138,"2007-2015
",2007,2015
2296,159,"2007-2015
",2007,2015
2297,100,"2007-2015
",2007,2015
2298,107,"2007-2015
",2007,2015
2299,102,"2007-2015
",2007,2015
2300,90,"2007-2015
",2007,2015
2301,71,"2007-2015
",2007,2015
2302,95,"2007-2015
",2007,2015
2303,266,"2007-2015
",2007,2015
2304,119,"2007-2015
",2007,2015
2305,62,"2007-2015
",2007,2015
2306,120,"2007-2015
",2007,2015
2307,70,"2007-2015
",2007,2015
2308,46,"2007-2015
",2007,2015
2309,73,"2007-2015
",2007,2015
2310,36,"2007-2015
",2007,2015
2311,65,"2007-2015
",2007,2015
2312,20,"2007-2015
",2007,2015
2313,21,"2007-2015
",2007,2015
2314,47,"2007-2015
",2007,2015
2315,67,"2007-2015
",2007,2015
2316,91,"2007-2015
",2007,2015
2317,48,"2007-2015
",2007,2015
2318,117,"2007-2015
",2007,2015
2319,60,"2007-2015
",2007,2015
2320,84,"2007-2015
",2007,2015
2321,18,"2007-2015
",2007,2015
2322,20,"2007-2015
",2007,2015
2323,108,"2007-2015
",2007,2015
2324,79,"2007-2015
",2007,2015
2325,172,"2007-2015
",2007,2015
2326,147,"2007-2015
",2007,2015
2327,120,"2007-2015
",2007,2015
2328,190,"2007-2015
",2007,2015
2329,146,"2007-2015
",2007,2015
2330,106,"2007-2015
",2007,2015
2331,74,"2007-2015
",2007,2015
2332,42,"2007-2015
",2007,2015
2333,30,"2007-2015
",2007,2015
2334,55,"2007-2015
",2007,2015
2335,14,"2007-2015
",2007,2015
2336,20,"2007-2015
",2007,2015
2337,20,"2007-2015
",2007,2015
2338,19,"2007-2015
",2007,2015
2339,28,"2007-2015
",2007,2015
2340,28,"2007-2015
",2007,2015
2341,90,"2007-2015
",2007,2015
2342,119,"2007-2015
",2007,2015
2344,50,"2007-2015
",2007,2015
2345,61,"2007-2015
",2007,2015
2346,83,"2007-2015
",2007,2015
2347,32,"2007-2015
",2007,2015
2348,95,"2007-2015
",2007,2015
2349,34,"2007-2015
",2007,2015
2350,153,"2007-2015
",2007,2015
2351,182,"2007-2015
",2007,2015
2352,137,"2007-2015
",2007,2015
2353,110,"2007-2015
",2007,2015
2354,43,"2007-2015
",2007,2015
2355,37,"2007-2015
",2007,2015
2356,103,"2007-2015
",2007,2015
2357,52,"2007-2015
",2007,2015
2358,18,"2007-2015
",2007,2015
2359,42,"2007-2015
",2007,2015
2359,45,"2016-2019
",2016,2019
2360,26,"2007-2015
",2007,2015
2361,137,"2007-2015
",2007,2015
2361,235,"2016-2019
",2016,2019
2362,46,"2007-2015
",2007,2015
2363,206,"2016-2019
",2016,2019
2364,142,"2016-2019
",2016,2019
2365,121,"2016-2019
",2016,2019
2366,160,"2016-2019
",2016,2019
2367,74,"2016-2019
",2016,2019
2368,60,"2016-2019
",2016,2019
2369,50,"2016-2019
",2016,2019
2370,60,"2016-2019
",2016,2019
2371,100,"2016-2019
",2016,2019
2372,118,"2016-2019
",2016,2019
2373,132,"2016-2019
",2016,2019
2374,50,"2016-2019
",2016,2019
2375,48,"2016-2019
",2016,2019
2376,31,"2016-2019
",2016,2019
2377,75,"2016-2019
",2016,2019
2378,30,"2016-2019
",2016,2019
2379,133,"2016-2019
",2016,2019
2380,85,"2016-2019
",2016,2019
2381,38,"2016-2019
",2016,2019
2382,39,"2016-2019
",2016,2019
2383,56,"2016-2019
",2016,2019
2384,65,"2016-2019
",2016,2019
2385,33,"2016-2019
",2016,2019
2386,39,"2016-2019
",2016,2019
2387,35,"2016-2019
",2016,2019
2388,30,"2016-2019
",2016,2019
2389,89,"2016-2019
",2016,2019
2390,56,"2016-2019
",2016,2019
2391,23,"2016-2019
",2016,2019
2392,113,"2016-2019
",2016,2019
2393,68,"2016-2019
",2016,2019
2394,43,"2016-2019
",2016,2019
2395,49,"2016-2019
",2016,2019
2396,40,"2016-2019
",2016,2019
2397,115,"2016-2019
",2016,2019
2398,30,"2016-2019
",2016,2019
2399,37,"2016-2019
",2016,2019
2400,64,"2016-2019
",2016,2019
2401,45,"2016-2019
",2016,2019
2402,227,"2016-2019
",2016,2019
2403,210,"2016-2019
",2016,2019
2404,80,"2016-2019
",2016,2019
2405,109,"2016-2019
",2016,2019
2406,120,"2016-2019
",2016,2019
2407,45,"2016-2019
",2016,2019
2408,88,"2016-2019
",2016,2019
2409,78,"2016-2019
",2016,2019
2410,51,"2016-2019
",2016,2019
2411,105,"2016-2019
",2016,2019
2412,183,"2016-2019
",2016,2019
2413,80,"2016-2019
",2016,2019
2414,88,"2016-2019
",2016,2019
2415,117,"2016-2019
",2016,2019
2416,40,"2016-2019
",2016,2019
2417,95,"2016-2019
",2016,2019
2418,37,"2016-2019
",2016,2019
2419,57,"2016-2019
",2016,2019
2421,165,"2007-2015
",2007,2015
2421,170,"2016-2019
",2016,2019
2422,119,"2007-2015
",2007,2015
2422,130,"2016-2019
",2016,2019
2423,80,"2007-2015
",2007,2015
2423,89,"2016-2019
",2016,2019
2424,99,"2007-2015
",2007,2015
2424,75,"2016-2019
",2016,2019
2425,117,"2007-2015
",2007,2015
2425,195,"2016-2019
",2016,2019
2426,87,"2007-2015
",2007,2015
2426,123,"2016-2019
",2016,2019
2427,196,"2016-2019
",2016,2019
2428,52,"2007-2015
",2007,2015
2429,87,"2007-2015
",2007,2015
2429,90,"2016-2019
",2016,2019
2430,82,"2007-2015
",2007,2015
2430,95,"2016-2019
",2016,2019
2432,101,"2007-2015
",2007,2015
2432,118,"2016-2019
",2016,2019
2433,116,"2007-2015
",2007,2015
2434,74,"2007-2015
",2007,2015
2434,81,"2016-2019
",2016,2019
2435,56,"2007-2015
",2007,2015
2435,70,"2016-2019
",2016,2019
2436,38,"2007-2015
",2007,2015
2436,45,"2016-2019
",2016,2019
2437,120,"2007-2015
",2007,2015
2437,134,"2016-2019
",2016,2019
2438,83,"2016-2019
",2016,2019
2439,38,"2016-2019
",2016,2019
2440,26,"2016-2019
",2016,2019
2450,74,"2007-2015
",2007,2015
2450,43,"2016-2019
",2016,2019
2451,112,"2007-2015
",2007,2015
2451,131,"2016-2019
",2016,2019
2452,78,"2007-2015
",2007,2015
2452,84,"2016-2019
",2016,2019
2465,55,"2007-2015
",2007,2015
2466,118,"2007-2015
",2007,2015
2466,133,"2016-2019
",2016,2019
2467,82,"2007-2015
",2007,2015
2468,116,"2007-2015
",2007,2015
2469,169,"2007-2015
",2007,2015
2470,94,"2007-2015
",2007,2015
2471,92,"2007-2015
",2007,2015
2471,99,"2016-2019
",2016,2019
2472,85,"2016-2019
",2016,2019
2473,148,"2007-2015
",2007,2015
2473,159,"2016-2019
",2016,2019
2474,92,"2007-2015
",2007,2015
2474,107,"2016-2019
",2016,2019
2475,89,"2007-2015
",2007,2015
2475,95,"2016-2019
",2016,2019
2476,72,"2007-2015
",2007,2015
2476,190,"2016-2019
",2016,2019
2477,142,"2007-2015
",2007,2015
2477,145,"2016-2019
",2016,2019
2478,129,"2007-2015
",2007,2015
2478,150,"2016-2019
",2016,2019
2479,13,"2007-2015
",2007,2015
2479,30,"2016-2019
",2016,2019
2480,8,"2007-2015
",2007,2015
2480,13,"2016-2019
",2016,2019
2481,16,"2007-2015
",2007,2015
2481,28,"2016-2019
",2016,2019
2482,20,"2007-2015
",2007,2015
2483,21,"2007-2015
",2007,2015
2484,42,"2007-2015
",2007,2015
2485,111,"2007-2015
",2007,2015
2485,140,"2016-2019
",2016,2019
2486,98,"2007-2015
",2007,2015
2486,150,"2016-2019
",2016,2019
2487,230,"2016-2019
",2016,2019
2488,259,"2007-2015
",2007,2015
2488,300,"2016-2019
",2016,2019
2489,160,"2007-2015
",2007,2015
2489,163,"2016-2019
",2016,2019
2490,463,"2016-2019
",2016,2019
2491,75,"2016-2019
",2016,2019
2492,151,"2007-2015
",2007,2015
2492,263,"2016-2019
",2016,2019
2493,43,"2007-2015
",2007,2015
2493,45,"2016-2019
",2016,2019
2494,140,"2007-2015
",2007,2015
2494,129,"2016-2019
",2016,2019
2495,109,"2007-2015
",2007,2015
2495,127,"2016-2019
",2016,2019
2496,98,"2007-2015
",2007,2015
2496,116,"2016-2019
",2016,2019
2497,198,"2007-2015
",2007,2015
2497,173,"2016-2019
",2016,2019
2498,158,"2007-2015
",2007,2015
2498,192,"2016-2019
",2016,2019
2499,124,"2007-2015
",2007,2015
2499,231,"2016-2019
",2016,2019
2500,78,"2007-2015
",2007,2015
2501,121,"2007-2015
",2007,2015
2501,193,"2016-2019
",2016,2019
2503,60,"2007-2015
",2007,2015
2503,64,"2016-2019
",2016,2019
2504,69,"2007-2015
",2007,2015
2504,64,"2016-2019
",2016,2019
2505,161,"2007-2015
",2007,2015
2505,171,"2016-2019
",2016,2019
2506,191,"2007-2015
",2007,2015
2507,97,"2007-2015
",2007,2015
2508,148,"2007-2015
",2007,2015
2509,67,"2007-2015
",2007,2015
2510,114,"2007-2015
",2007,2015
2511,63,"2007-2015
",2007,2015
2511,70,"2016-2019
",2016,2019
2512,128,"2007-2015
",2007,2015
2512,127,"2016-2019
",2016,2019
2513,51,"2007-2015
",2007,2015
2514,116,"2007-2015
",2007,2015
2515,94,"2007-2015
",2007,2015
2516,82,"2007-2015
",2007,2015
2516,122,"2016-2019
",2016,2019
2517,96,"2007-2015
",2007,2015
2517,100,"2016-2019
",2016,2019
2518,95,"2007-2015
",2007,2015
2519,166,"2007-2015
",2007,2015
2519,175,"2016-2019
",2016,2019
2520,95,"2007-2015
",2007,2015
2520,152,"2016-2019
",2016,2019
2521,120,"2007-2015
",2007,2015
2521,125,"2016-2019
",2016,2019
2522,84,"2007-2015
",2007,2015
2522,89,"2016-2019
",2016,2019
2523,113,"2007-2015
",2007,2015
2523,124,"2016-2019
",2016,2019
2524,72,"2007-2015
",2007,2015
2524,78,"2016-2019
",2016,2019
2525,71,"2007-2015
",2007,2015
2525,76,"2016-2019
",2016,2019
2526,102,"2007-2015
",2007,2015
2526,110,"2016-2019
",2016,2019
2527,52,"2007-2015
",2007,2015
2527,59,"2016-2019
",2016,2019
2528,60,"2007-2015
",2007,2015
2528,62,"2016-2019
",2016,2019
2529,73,"2007-2015
",2007,2015
2529,78,"2016-2019
",2016,2019
2530,96,"2007-2015
",2007,2015
2531,159,"2007-2015
",2007,2015
2532,102,"2007-2015
",2007,2015
2533,83,"2007-2015
",2007,2015
2533,90,"2016-2019
",2016,2019
2534,109,"2007-2015
",2007,2015
2534,123,"2016-2019
",2016,2019
2535,57,"2007-2015
",2007,2015
2536,73,"2007-2015
",2007,2015
2537,81,"2007-2015
",2007,2015
2537,186,"2016-2019
",2016,2019
2538,143,"2007-2015
",2007,2015
2539,158,"2016-2019
",2016,2019
2540,120,"2007-2015
",2007,2015
2541,59,"2007-2015
",2007,2015
2542,45,"2007-2015
",2007,2015
2543,66,"2007-2015
",2007,2015
2544,45,"2007-2015
",2007,2015
2545,55,"2007-2015
",2007,2015
2546,52,"2007-2015
",2007,2015
2547,67,"2007-2015
",2007,2015
2548,52,"2007-2015
",2007,2015
2549,85,"2007-2015
",2007,2015
2550,46,"2007-2015
",2007,2015
2551,85,"2007-2015
",2007,2015
2552,55,"2007-2015
",2007,2015
2553,55,"2007-2015
",2007,2015
2554,92,"2007-2015
",2007,2015
2555,61,"2007-2015
",2007,2015
2556,44,"2007-2015
",2007,2015
2557,64,"2007-2015
",2007,2015
2558,111,"2007-2015
",2007,2015
2559,37,"2007-2015
",2007,2015
2560,68,"2007-2015
",2007,2015
2561,35,"2007-2015
",2007,2015
2562,116,"2007-2015
",2007,2015
2563,64,"2007-2015
",2007,2015
2564,48,"2007-2015
",2007,2015
2565,56,"2007-2015
",2007,2015
2566,102,"2007-2015
",2007,2015
2567,49,"2007-2015
",2007,2015
2568,29,"2007-2015
",2007,2015
2569,85,"2007-2015
",2007,2015
2570,44,"2007-2015
",2007,2015
2571,35,"2007-2015
",2007,2015
2572,85,"2007-2015
",2007,2015
2573,62,"2007-2015
",2007,2015
2574,42,"2007-2015
",2007,2015
2575,88,"2007-2015
",2007,2015
2576,90,"2007-2015
",2007,2015
2577,88,"2007-2015
",2007,2015
2578,52,"2007-2015
",2007,2015
2579,130,"2007-2015
",2007,2015
2580,69,"2007-2015
",2007,2015
2581,49,"2007-2015
",2007,2015
2582,35,"2007-2015
",2007,2015
2583,49,"2007-2015
",2007,2015
2584,53,"2007-2015
",2007,2015
2585,88,"2007-2015
",2007,2015
2586,67,"2007-2015
",2007,2015
2587,152,"2007-2015
",2007,2015
2588,89,"2007-2015
",2007,2015
2589,171,"2007-2015
",2007,2015
2590,120,"2007-2015
",2007,2015
2591,90,"2007-2015
",2007,2015
2592,135,"2007-2015
",2007,2015
2593,140,"2007-2015
",2007,2015
2594,110,"2007-2015
",2007,2015
2595,56,"2007-2015
",2007,2015
2596,78,"2007-2015
",2007,2015
2597,85,"2007-2015
",2007,2015
2598,73,"2007-2015
",2007,2015
2599,43,"2007-2015
",2007,2015
2600,118,"2007-2015
",2007,2015
2601,60,"2007-2015
",2007,2015
2602,148,"2007-2015
",2007,2015
2603,99,"2007-2015
",2007,2015
2604,85,"2007-2015
",2007,2015
2605,117,"2007-2015
",2007,2015
2606,167,"2007-2015
",2007,2015
2607,117,"2007-2015
",2007,2015
2608,132,"2007-2015
",2007,2015
2609,54,"2007-2015
",2007,2015
2610,67,"2007-2015
",2007,2015
2611,152,"2007-2015
",2007,2015
2612,72,"2007-2015
",2007,2015
2613,97,"2007-2015
",2007,2015
2614,122,"2007-2015
",2007,2015
2615,120,"2007-2015
",2007,2015
2616,89,"2007-2015
",2007,2015
2617,59,"2007-2015
",2007,2015
2618,129,"2007-2015
",2007,2015
2619,148,"2007-2015
",2007,2015
2620,75,"2007-2015
",2007,2015
2621,157,"2007-2015
",2007,2015
2622,80,"2007-2015
",2007,2015
2623,35,"2007-2015
",2007,2015
2624,78,"2007-2015
",2007,2015
2625,131,"2007-2015
",2007,2015
2626,59,"2007-2015
",2007,2015
2627,55,"2007-2015
",2007,2015
2628,90,"2007-2015
",2007,2015
2629,164,"2007-2015
",2007,2015
2630,78,"2007-2015
",2007,2015
2631,58,"2007-2015
",2007,2015
2632,48,"2007-2015
",2007,2015
2633,17,"2007-2015
",2007,2015
2634,36,"2007-2015
",2007,2015
2635,65,"2007-2015
",2007,2015
2636,79,"2007-2015
",2007,2015
2637,337,"2016-2019
",2016,2019
2640,84,"2016-2019
",2016,2019
2641,140,"2016-2019
",2016,2019
2643,43,"2007-2015
",2007,2015
2644,88,"2007-2015
",2007,2015
2645,91,"2007-2015
",2007,2015
2646,124,"2007-2015
",2007,2015
2648,114,"2016-2019
",2016,2019
2649,95,"2016-2019
",2016,2019
2650,78,"2016-2019
",2016,2019
2651,80,"2016-2019
",2016,2019
2652,138,"2007-2015
",2007,2015
2652,159,"2016-2019
",2016,2019
2653,133,"2007-2015
",2007,2015
2653,161,"2016-2019
",2016,2019
2654,140,"2016-2019
",2016,2019
2655,155,"2007-2015
",2007,2015
2656,48,"2007-2015
",2007,2015
2657,30,"2007-2015
",2007,2015
2658,144,"2007-2015
",2007,2015
2659,104,"2007-2015
",2007,2015
2660,62,"2007-2015
",2007,2015
2661,50,"2007-2015
",2007,2015
2662,28,"2007-2015
",2007,2015
2663,55,"2007-2015
",2007,2015
2664,20,"2007-2015
",2007,2015
2665,20,"2007-2015
",2007,2015
2666,49,"2007-2015
",2007,2015
2669,93,"2007-2015
",2007,2015
2669,102,"2016-2019
",2016,2019
2671,123,"2007-2015
",2007,2015
2672,76,"2007-2015
",2007,2015
2673,208,"2007-2015
",2007,2015
2673,213,"2016-2019
",2016,2019
2674,34,"2007-2015
",2007,2015
2675,151,"2007-2015
",2007,2015
2676,162,"2007-2015
",2007,2015
2678,128,"2016-2019
",2016,2019
2680,70,"2007-2015
",2007,2015
2680,73,"2016-2019
",2016,2019
2681,120,"2007-2015
",2007,2015
2682,48,"2016-2019
",2016,2019
2684,253,"2007-2015
",2007,2015
2684,265,"2016-2019
",2016,2019
2685,69,"2016-2019
",2016,2019
2686,200,"2016-2019
",2016,2019
2687,184,"2007-2015
",2007,2015
2688,231,"2007-2015
",2007,2015
2689,328,"2016-2019
",2016,2019
2690,200,"2007-2015
",2007,2015
2691,173,"2007-2015
",2007,2015
2692,174,"2007-2015
",2007,2015
2693,161,"2007-2015
",2007,2015
2694,152,"2007-2015
",2007,2015
2694,160,"2016-2019
",2016,2019
2695,143,"2007-2015
",2007,2015
2697,138,"2007-2015
",2007,2015
2697,140,"2016-2019
",2016,2019
2698,232,"2016-2019
",2016,2019
2699,229,"2007-2015
",2007,2015
2700,136,"2016-2019
",2016,2019
2701,200,"2016-2019
",2016,2019
2703,68,"2016-2019
",2016,2019
2704,107,"2016-2019
",2016,2019
2705,137,"2007-2015
",2007,2015
2706,169,"2016-2019
",2016,2019
2707,145,"2016-2019
",2016,2019
2708,384,"2016-2019
",2016,2019
2709,133,"2016-2019
",2016,2019
2711,53,"2016-2019
",2016,2019
2756,212,"2016-2019
",2016,2019
2760,445,"2016-2019
",2016,2019
2761,134,"2016-2019
",2016,2019
2762,75,"2016-2019
",2016,2019
2765,110,"2016-2019
",2016,2019
2767,71,"2016-2019
",2016,2019
2772,76,"2016-2019
",2016,2019
2777,129,"2016-2019
",2016,2019
2778,85,"2016-2019
",2016,2019
2779,64,"2016-2019
",2016,2019
2793,100,"2016-2019
",2016,2019
2794,68,"2016-2019
",2016,2019
2795,93,"2016-2019
",2016,2019
2796,105,"2016-2019
",2016,2019
2797,190,"2016-2019
",2016,2019
2806,100,"2016-2019
",2016,2019
2807,30,"2016-2019
",2016,2019
2819,154,"2016-2019
",2016,2019
2820,337,"2016-2019
",2016,2019
2827,87,"2016-2019
",2016,2019
2828,113,"2016-2019
",2016,2019
2857,150,"2016-2019
",2016,2019
3123,170,"2016-2019
",2016,2019
3150,258,"2016-2019
",2016,2019
3152,110,"2016-2019
",2016,2019
3639,75,"2016-2019
",2016,2019
3670,139,"2016-2019
",2016,2019
3950,107,"2016-2019
",2016,2019
3960,174,"2016-2019
",2016,2019
