"TreeID","Girth_cm","DateRange","Start_Year","End_Year"
547,68,"2016-2019
",2016,2019
548,47,"2007-2015
",2007,2015
549,48,"2007-2015
",2007,2015
549,58,"2016-2019
",2016,2019
550,100,"2007-2015
",2007,2015
550,112,"2016-2019
",2016,2019
551,94,"2007-2015
",2007,2015
551,115,"2016-2019
",2016,2019
552,52,"2007-2015
",2007,2015
552,82,"2016-2019
",2016,2019
554,128,"2007-2015
",2007,2015
554,150,"2016-2019
",2016,2019
555,45,"2007-2015
",2007,2015
555,53,"2016-2019
",2016,2019
556,48,"2007-2015
",2007,2015
556,57,"2016-2019
",2016,2019
557,20,"2007-2015
",2007,2015
557,22,"2016-2019
",2016,2019
558,250,"2007-2015
",2007,2015
558,275,"2016-2019
",2016,2019
559,86,"2007-2015
",2007,2015
559,104,"2016-2019
",2016,2019
560,57,"2007-2015
",2007,2015
560,69,"2016-2019
",2016,2019
561,63,"2007-2015
",2007,2015
562,51,"2007-2015
",2007,2015
562,56,"2016-2019
",2016,2019
563,20,"2007-2015
",2007,2015
563,20,"2016-2019
",2016,2019
564,233,"2007-2015
",2007,2015
564,225,"2016-2019
",2016,2019
565,51,"2016-2019
",2016,2019
566,27,"2007-2015
",2007,2015
567,61,"2007-2015
",2007,2015
567,64,"2016-2019
",2016,2019
568,156,"2007-2015
",2007,2015
568,193,"2016-2019
",2016,2019
569,27,"2007-2015
",2007,2015
569,38,"2016-2019
",2016,2019
570,181,"2007-2015
",2007,2015
570,201,"2016-2019
",2016,2019
571,150,"2007-2015
",2007,2015
571,166,"2016-2019
",2016,2019
572,125,"2007-2015
",2007,2015
572,136,"2016-2019
",2016,2019
573,370,"2007-2015
",2007,2015
573,373,"2016-2019
",2016,2019
574,544,"2007-2015
",2007,2015
574,557,"2016-2019
",2016,2019
575,491,"2007-2015
",2007,2015
575,491,"2016-2019
",2016,2019
576,465,"2007-2015
",2007,2015
576,470,"2016-2019
",2016,2019
577,246,"2007-2015
",2007,2015
577,258,"2016-2019
",2016,2019
578,472,"2007-2015
",2007,2015
578,471,"2016-2019
",2016,2019
579,66,"2007-2015
",2007,2015
579,71,"2016-2019
",2016,2019
580,106,"2007-2015
",2007,2015
580,123,"2016-2019
",2016,2019
581,138,"2007-2015
",2007,2015
581,93,"2016-2019
",2016,2019
582,70,"2007-2015
",2007,2015
582,555,"2016-2019
",2016,2019
583,111,"2007-2015
",2007,2015
583,118,"2016-2019
",2016,2019
584,128,"2007-2015
",2007,2015
584,121,"2016-2019
",2016,2019
585,247,"2007-2015
",2007,2015
585,248,"2016-2019
",2016,2019
586,86,"2007-2015
",2007,2015
587,119,"2007-2015
",2007,2015
587,138,"2016-2019
",2016,2019
588,91,"2007-2015
",2007,2015
588,101,"2016-2019
",2016,2019
589,155,"2007-2015
",2007,2015
590,511,"2007-2015
",2007,2015
590,511,"2016-2019
",2016,2019
591,62,"2007-2015
",2007,2015
592,145,"2007-2015
",2007,2015
592,156,"2016-2019
",2016,2019
593,108,"2007-2015
",2007,2015
594,67,"2007-2015
",2007,2015
595,50,"2007-2015
",2007,2015
596,31,"2007-2015
",2007,2015
596,34,"2016-2019
",2016,2019
597,138,"2007-2015
",2007,2015
598,137,"2007-2015
",2007,2015
599,114,"2007-2015
",2007,2015
600,147,"2007-2015
",2007,2015
600,152,"2016-2019
",2016,2019
601,105,"2007-2015
",2007,2015
601,112,"2016-2019
",2016,2019
602,149,"2007-2015
",2007,2015
602,170,"2016-2019
",2016,2019
603,306,"2007-2015
",2007,2015
603,288,"2016-2019
",2016,2019
604,478,"2007-2015
",2007,2015
604,451,"2016-2019
",2016,2019
605,321,"2007-2015
",2007,2015
605,323,"2016-2019
",2016,2019
606,118,"2007-2015
",2007,2015
606,100,"2016-2019
",2016,2019
607,99,"2007-2015
",2007,2015
607,150,"2016-2019
",2016,2019
608,75,"2007-2015
",2007,2015
608,80,"2016-2019
",2016,2019
609,241,"2007-2015
",2007,2015
611,205,"2016-2019
",2016,2019
612,194,"2007-2015
",2007,2015
612,202,"2016-2019
",2016,2019
613,140,"2007-2015
",2007,2015
613,149,"2016-2019
",2016,2019
614,87,"2007-2015
",2007,2015
615,65,"2007-2015
",2007,2015
615,68,"2016-2019
",2016,2019
616,179,"2007-2015
",2007,2015
616,184,"2016-2019
",2016,2019
617,179,"2007-2015
",2007,2015
618,190,"2007-2015
",2007,2015
619,28,"2007-2015
",2007,2015
620,22,"2007-2015
",2007,2015
621,37,"2007-2015
",2007,2015
622,92,"2007-2015
",2007,2015
623,69,"2007-2015
",2007,2015
624,164,"2007-2015
",2007,2015
624,252,"2016-2019
",2016,2019
625,64,"2016-2019
",2016,2019
626,66,"2007-2015
",2007,2015
626,66,"2016-2019
",2016,2019
627,136,"2007-2015
",2007,2015
628,75,"2007-2015
",2007,2015
629,127,"2007-2015
",2007,2015
630,81,"2007-2015
",2007,2015
631,24,"2007-2015
",2007,2015
632,92,"2007-2015
",2007,2015
632,100,"2016-2019
",2016,2019
633,115,"2007-2015
",2007,2015
633,119,"2016-2019
",2016,2019
634,146,"2007-2015
",2007,2015
635,154,"2007-2015
",2007,2015
635,164,"2016-2019
",2016,2019
636,187,"2007-2015
",2007,2015
637,110,"2007-2015
",2007,2015
637,98,"2016-2019
",2016,2019
638,152,"2007-2015
",2007,2015
639,89,"2007-2015
",2007,2015
639,97,"2016-2019
",2016,2019
640,178,"2007-2015
",2007,2015
641,120,"2007-2015
",2007,2015
642,64,"2007-2015
",2007,2015
643,120,"2007-2015
",2007,2015
644,211,"2007-2015
",2007,2015
645,71,"2007-2015
",2007,2015
646,62,"2007-2015
",2007,2015
647,127,"2007-2015
",2007,2015
648,154,"2007-2015
",2007,2015
649,97,"2007-2015
",2007,2015
649,93,"2016-2019
",2016,2019
650,84,"2007-2015
",2007,2015
651,157,"2007-2015
",2007,2015
652,174,"2007-2015
",2007,2015
652,255,"2016-2019
",2016,2019
653,102,"2007-2015
",2007,2015
654,57,"2007-2015
",2007,2015
655,20,"2007-2015
",2007,2015
656,77,"2007-2015
",2007,2015
657,155,"2007-2015
",2007,2015
657,175,"2016-2019
",2016,2019
658,113,"2007-2015
",2007,2015
659,70,"2007-2015
",2007,2015
660,230,"2007-2015
",2007,2015
661,175,"2007-2015
",2007,2015
662,103,"2007-2015
",2007,2015
662,103,"2016-2019
",2016,2019
663,102,"2007-2015
",2007,2015
664,98,"2007-2015
",2007,2015
664,101,"2016-2019
",2016,2019
665,140,"2007-2015
",2007,2015
666,105,"2007-2015
",2007,2015
667,122,"2007-2015
",2007,2015
668,110,"2007-2015
",2007,2015
669,117,"2007-2015
",2007,2015
670,72,"2007-2015
",2007,2015
670,82,"2016-2019
",2016,2019
671,38,"2007-2015
",2007,2015
672,160,"2007-2015
",2007,2015
673,192,"2007-2015
",2007,2015
674,131,"2007-2015
",2007,2015
674,139,"2016-2019
",2016,2019
675,145,"2007-2015
",2007,2015
675,157,"2016-2019
",2016,2019
676,141,"2007-2015
",2007,2015
676,208,"2016-2019
",2016,2019
677,51,"2007-2015
",2007,2015
678,78,"2007-2015
",2007,2015
679,74,"2007-2015
",2007,2015
680,106,"2007-2015
",2007,2015
681,148,"2007-2015
",2007,2015
682,94,"2007-2015
",2007,2015
682,93,"2016-2019
",2016,2019
683,100,"2007-2015
",2007,2015
683,88,"2016-2019
",2016,2019
684,165,"2007-2015
",2007,2015
684,285,"2016-2019
",2016,2019
685,92,"2007-2015
",2007,2015
686,72,"2007-2015
",2007,2015
686,77,"2016-2019
",2016,2019
687,152,"2007-2015
",2007,2015
688,80,"2007-2015
",2007,2015
688,84,"2016-2019
",2016,2019
689,92,"2007-2015
",2007,2015
690,128,"2007-2015
",2007,2015
691,84,"2007-2015
",2007,2015
692,58,"2007-2015
",2007,2015
693,64,"2007-2015
",2007,2015
693,39,"2016-2019
",2016,2019
694,141,"2007-2015
",2007,2015
694,142,"2016-2019
",2016,2019
695,134,"2007-2015
",2007,2015
696,40,"2007-2015
",2007,2015
697,83,"2007-2015
",2007,2015
698,37,"2007-2015
",2007,2015
699,96,"2007-2015
",2007,2015
699,99,"2016-2019
",2016,2019
700,66,"2007-2015
",2007,2015
701,81,"2007-2015
",2007,2015
702,80,"2007-2015
",2007,2015
702,83,"2016-2019
",2016,2019
703,119,"2007-2015
",2007,2015
704,138,"2007-2015
",2007,2015
704,240,"2016-2019
",2016,2019
705,112,"2007-2015
",2007,2015
706,256,"2007-2015
",2007,2015
707,76,"2007-2015
",2007,2015
708,128,"2007-2015
",2007,2015
709,104,"2007-2015
",2007,2015
709,110,"2016-2019
",2016,2019
710,123,"2007-2015
",2007,2015
710,130,"2016-2019
",2016,2019
711,74,"2007-2015
",2007,2015
711,73,"2016-2019
",2016,2019
712,53,"2007-2015
",2007,2015
713,72,"2007-2015
",2007,2015
713,75,"2016-2019
",2016,2019
714,73,"2016-2019
",2016,2019
715,146,"2007-2015
",2007,2015
716,125,"2007-2015
",2007,2015
716,130,"2016-2019
",2016,2019
717,141,"2007-2015
",2007,2015
718,91,"2007-2015
",2007,2015
719,128,"2007-2015
",2007,2015
720,99,"2007-2015
",2007,2015
720,108,"2016-2019
",2016,2019
721,46,"2007-2015
",2007,2015
722,55,"2007-2015
",2007,2015
723,31,"2007-2015
",2007,2015
724,124,"2007-2015
",2007,2015
724,123,"2016-2019
",2016,2019
725,136,"2007-2015
",2007,2015
725,147,"2016-2019
",2016,2019
726,40,"2007-2015
",2007,2015
727,73,"2007-2015
",2007,2015
727,76,"2016-2019
",2016,2019
728,58,"2007-2015
",2007,2015
729,58,"2007-2015
",2007,2015
729,63,"2016-2019
",2016,2019
730,210,"2007-2015
",2007,2015
730,220,"2016-2019
",2016,2019
731,56,"2007-2015
",2007,2015
732,68,"2007-2015
",2007,2015
733,102,"2007-2015
",2007,2015
733,111,"2016-2019
",2016,2019
734,108,"2007-2015
",2007,2015
735,149,"2007-2015
",2007,2015
735,153,"2016-2019
",2016,2019
736,108,"2007-2015
",2007,2015
736,157,"2016-2019
",2016,2019
737,88,"2007-2015
",2007,2015
738,85,"2007-2015
",2007,2015
739,53,"2007-2015
",2007,2015
740,159,"2016-2019
",2016,2019
741,80,"2007-2015
",2007,2015
742,111,"2007-2015
",2007,2015
742,130,"2016-2019
",2016,2019
743,50,"2007-2015
",2007,2015
743,52,"2016-2019
",2016,2019
744,107,"2007-2015
",2007,2015
744,112,"2016-2019
",2016,2019
745,124,"2007-2015
",2007,2015
746,41,"2007-2015
",2007,2015
746,41,"2016-2019
",2016,2019
747,57,"2007-2015
",2007,2015
747,59,"2016-2019
",2016,2019
748,433,"2016-2019
",2016,2019
749,64,"2007-2015
",2007,2015
749,70,"2016-2019
",2016,2019
750,64,"2007-2015
",2007,2015
751,117,"2007-2015
",2007,2015
752,400,"2007-2015
",2007,2015
753,57,"2007-2015
",2007,2015
754,90,"2007-2015
",2007,2015
754,105,"2016-2019
",2016,2019
755,113,"2007-2015
",2007,2015
755,120,"2016-2019
",2016,2019
756,125,"2007-2015
",2007,2015
756,143,"2016-2019
",2016,2019
757,55,"2007-2015
",2007,2015
758,69,"2007-2015
",2007,2015
759,54,"2007-2015
",2007,2015
759,56,"2016-2019
",2016,2019
760,398,"2007-2015
",2007,2015
761,147,"2007-2015
",2007,2015
761,167,"2016-2019
",2016,2019
762,161,"2007-2015
",2007,2015
762,209,"2016-2019
",2016,2019
763,75,"2007-2015
",2007,2015
763,75,"2016-2019
",2016,2019
764,149,"2007-2015
",2007,2015
764,268,"2016-2019
",2016,2019
765,260,"2007-2015
",2007,2015
766,258,"2007-2015
",2007,2015
766,275,"2016-2019
",2016,2019
767,94,"2007-2015
",2007,2015
767,114,"2016-2019
",2016,2019
768,53,"2007-2015
",2007,2015
769,92,"2007-2015
",2007,2015
769,98,"2016-2019
",2016,2019
770,138,"2007-2015
",2007,2015
770,234,"2016-2019
",2016,2019
771,126,"2007-2015
",2007,2015
772,133,"2007-2015
",2007,2015
773,158,"2007-2015
",2007,2015
773,171,"2016-2019
",2016,2019
774,158,"2007-2015
",2007,2015
774,169,"2016-2019
",2016,2019
775,193,"2007-2015
",2007,2015
775,243,"2016-2019
",2016,2019
776,107,"2007-2015
",2007,2015
777,106,"2007-2015
",2007,2015
777,108,"2016-2019
",2016,2019
778,115,"2007-2015
",2007,2015
778,125,"2016-2019
",2016,2019
779,88,"2007-2015
",2007,2015
779,87,"2016-2019
",2016,2019
780,116,"2007-2015
",2007,2015
780,100,"2016-2019
",2016,2019
781,80,"2007-2015
",2007,2015
782,79,"2007-2015
",2007,2015
783,179,"2007-2015
",2007,2015
783,310,"2016-2019
",2016,2019
784,59,"2007-2015
",2007,2015
786,144,"2007-2015
",2007,2015
787,40,"2007-2015
",2007,2015
787,42,"2016-2019
",2016,2019
788,41,"2007-2015
",2007,2015
789,177,"2007-2015
",2007,2015
789,275,"2016-2019
",2016,2019
790,103,"2007-2015
",2007,2015
790,110,"2016-2019
",2016,2019
791,390,"2007-2015
",2007,2015
791,464,"2016-2019
",2016,2019
792,90,"2007-2015
",2007,2015
792,97,"2016-2019
",2016,2019
794,56,"2007-2015
",2007,2015
795,144,"2007-2015
",2007,2015
795,146,"2016-2019
",2016,2019
796,39,"2007-2015
",2007,2015
797,420,"2007-2015
",2007,2015
798,38,"2007-2015
",2007,2015
798,39,"2016-2019
",2016,2019
799,56,"2007-2015
",2007,2015
799,83,"2016-2019
",2016,2019
800,178,"2007-2015
",2007,2015
801,107,"2007-2015
",2007,2015
801,254,"2016-2019
",2016,2019
802,41,"2007-2015
",2007,2015
802,38,"2016-2019
",2016,2019
803,76,"2007-2015
",2007,2015
803,75,"2016-2019
",2016,2019
804,99,"2007-2015
",2007,2015
804,98,"2016-2019
",2016,2019
805,133,"2007-2015
",2007,2015
805,155,"2016-2019
",2016,2019
806,280,"2007-2015
",2007,2015
806,280,"2016-2019
",2016,2019
807,61,"2007-2015
",2007,2015
807,52,"2016-2019
",2016,2019
808,385,"2007-2015
",2007,2015
808,360,"2016-2019
",2016,2019
809,120,"2007-2015
",2007,2015
809,410,"2016-2019
",2016,2019
810,143,"2007-2015
",2007,2015
810,164,"2016-2019
",2016,2019
811,164,"2007-2015
",2007,2015
811,175,"2016-2019
",2016,2019
812,201,"2007-2015
",2007,2015
812,210,"2016-2019
",2016,2019
813,175,"2007-2015
",2007,2015
815,343,"2007-2015
",2007,2015
815,601,"2016-2019
",2016,2019
817,295,"2007-2015
",2007,2015
818,233,"2007-2015
",2007,2015
818,249,"2016-2019
",2016,2019
819,403,"2007-2015
",2007,2015
820,409,"2007-2015
",2007,2015
821,132,"2007-2015
",2007,2015
822,81,"2007-2015
",2007,2015
823,69,"2007-2015
",2007,2015
824,64,"2007-2015
",2007,2015
825,78,"2007-2015
",2007,2015
826,165,"2007-2015
",2007,2015
827,131,"2007-2015
",2007,2015
827,171,"2016-2019
",2016,2019
828,59,"2007-2015
",2007,2015
829,155,"2007-2015
",2007,2015
831,117,"2007-2015
",2007,2015
832,102,"2007-2015
",2007,2015
833,125,"2007-2015
",2007,2015
834,103,"2007-2015
",2007,2015
835,107,"2007-2015
",2007,2015
836,144,"2007-2015
",2007,2015
838,72,"2007-2015
",2007,2015
840,100,"2007-2015
",2007,2015
841,155,"2007-2015
",2007,2015
842,185,"2007-2015
",2007,2015
843,169,"2007-2015
",2007,2015
844,234,"2007-2015
",2007,2015
845,137,"2007-2015
",2007,2015
846,116,"2007-2015
",2007,2015
847,111,"2007-2015
",2007,2015
848,138,"2007-2015
",2007,2015
849,144,"2007-2015
",2007,2015
850,161,"2007-2015
",2007,2015
851,47,"2007-2015
",2007,2015
851,50,"2016-2019
",2016,2019
852,110,"2007-2015
",2007,2015
852,120,"2016-2019
",2016,2019
853,120,"2007-2015
",2007,2015
854,93,"2007-2015
",2007,2015
854,102,"2016-2019
",2016,2019
855,181,"2007-2015
",2007,2015
855,202,"2016-2019
",2016,2019
856,137,"2007-2015
",2007,2015
856,147,"2016-2019
",2016,2019
857,155,"2007-2015
",2007,2015
857,171,"2016-2019
",2016,2019
858,218,"2007-2015
",2007,2015
859,113,"2007-2015
",2007,2015
860,118,"2007-2015
",2007,2015
860,129,"2016-2019
",2016,2019
861,77,"2007-2015
",2007,2015
861,75,"2016-2019
",2016,2019
862,96,"2007-2015
",2007,2015
862,90,"2016-2019
",2016,2019
863,98,"2007-2015
",2007,2015
864,95,"2007-2015
",2007,2015
865,56,"2007-2015
",2007,2015
866,45,"2007-2015
",2007,2015
867,154,"2007-2015
",2007,2015
868,92,"2007-2015
",2007,2015
869,79,"2007-2015
",2007,2015
869,73,"2016-2019
",2016,2019
870,38,"2007-2015
",2007,2015
870,47,"2016-2019
",2016,2019
871,57,"2007-2015
",2007,2015
872,130,"2007-2015
",2007,2015
872,207,"2016-2019
",2016,2019
873,57,"2007-2015
",2007,2015
874,50,"2007-2015
",2007,2015
875,83,"2007-2015
",2007,2015
876,99,"2007-2015
",2007,2015
877,82,"2007-2015
",2007,2015
878,120,"2007-2015
",2007,2015
879,53,"2007-2015
",2007,2015
880,99,"2007-2015
",2007,2015
881,70,"2007-2015
",2007,2015
882,104,"2007-2015
",2007,2015
882,166,"2016-2019
",2016,2019
883,66,"2007-2015
",2007,2015
884,45,"2007-2015
",2007,2015
885,74,"2007-2015
",2007,2015
885,84,"2016-2019
",2016,2019
886,83,"2007-2015
",2007,2015
887,60,"2007-2015
",2007,2015
887,69,"2016-2019
",2016,2019
888,96,"2007-2015
",2007,2015
889,425,"2007-2015
",2007,2015
890,84,"2007-2015
",2007,2015
890,192,"2016-2019
",2016,2019
891,68,"2007-2015
",2007,2015
891,73,"2016-2019
",2016,2019
892,115,"2007-2015
",2007,2015
893,60,"2007-2015
",2007,2015
894,163,"2007-2015
",2007,2015
894,228,"2016-2019
",2016,2019
895,109,"2007-2015
",2007,2015
895,115,"2016-2019
",2016,2019
896,216,"2007-2015
",2007,2015
896,241,"2016-2019
",2016,2019
897,73,"2007-2015
",2007,2015
897,82,"2016-2019
",2016,2019
898,202,"2007-2015
",2007,2015
898,136,"2016-2019
",2016,2019
899,20,"2007-2015
",2007,2015
899,29,"2016-2019
",2016,2019
901,110,"2007-2015
",2007,2015
902,161,"2007-2015
",2007,2015
903,138,"2007-2015
",2007,2015
904,100,"2007-2015
",2007,2015
905,121,"2007-2015
",2007,2015
906,161,"2007-2015
",2007,2015
908,400,"2007-2015
",2007,2015
909,130,"2016-2019
",2016,2019
910,107,"2007-2015
",2007,2015
910,114,"2016-2019
",2016,2019
911,167,"2007-2015
",2007,2015
911,168,"2016-2019
",2016,2019
912,163,"2007-2015
",2007,2015
912,232,"2016-2019
",2016,2019
913,208,"2007-2015
",2007,2015
913,210,"2016-2019
",2016,2019
914,165,"2007-2015
",2007,2015
915,109,"2007-2015
",2007,2015
915,118,"2016-2019
",2016,2019
916,109,"2007-2015
",2007,2015
917,94,"2007-2015
",2007,2015
918,84,"2007-2015
",2007,2015
919,109,"2007-2015
",2007,2015
920,170,"2007-2015
",2007,2015
920,244,"2016-2019
",2016,2019
921,120,"2007-2015
",2007,2015
922,127,"2007-2015
",2007,2015
922,135,"2016-2019
",2016,2019
923,91,"2007-2015
",2007,2015
924,95,"2007-2015
",2007,2015
925,111,"2007-2015
",2007,2015
925,119,"2016-2019
",2016,2019
926,74,"2016-2019
",2016,2019
928,175,"2007-2015
",2007,2015
928,190,"2016-2019
",2016,2019
930,98,"2007-2015
",2007,2015
931,79,"2007-2015
",2007,2015
931,98,"2016-2019
",2016,2019
932,68,"2007-2015
",2007,2015
932,94,"2016-2019
",2016,2019
933,213,"2007-2015
",2007,2015
933,230,"2016-2019
",2016,2019
934,74,"2007-2015
",2007,2015
934,143,"2016-2019
",2016,2019
935,213,"2007-2015
",2007,2015
935,254,"2016-2019
",2016,2019
936,58,"2007-2015
",2007,2015
937,83,"2007-2015
",2007,2015
937,93,"2016-2019
",2016,2019
938,103,"2007-2015
",2007,2015
940,46,"2007-2015
",2007,2015
941,52,"2007-2015
",2007,2015
941,56,"2016-2019
",2016,2019
942,85,"2007-2015
",2007,2015
942,100,"2016-2019
",2016,2019
943,94,"2007-2015
",2007,2015
943,110,"2016-2019
",2016,2019
944,203,"2007-2015
",2007,2015
944,220,"2016-2019
",2016,2019
945,231,"2007-2015
",2007,2015
945,252,"2016-2019
",2016,2019
946,50,"2007-2015
",2007,2015
946,57,"2016-2019
",2016,2019
947,37,"2007-2015
",2007,2015
947,42,"2016-2019
",2016,2019
948,93,"2007-2015
",2007,2015
948,99,"2016-2019
",2016,2019
949,24,"2007-2015
",2007,2015
950,187,"2016-2019
",2016,2019
951,205,"2016-2019
",2016,2019
952,162,"2007-2015
",2007,2015
952,155,"2016-2019
",2016,2019
953,189,"2007-2015
",2007,2015
954,183,"2016-2019
",2016,2019
955,38,"2007-2015
",2007,2015
955,160,"2016-2019
",2016,2019
956,363,"2007-2015
",2007,2015
956,370,"2016-2019
",2016,2019
957,151,"2007-2015
",2007,2015
957,214,"2016-2019
",2016,2019
958,320,"2007-2015
",2007,2015
958,322,"2016-2019
",2016,2019
959,336,"2007-2015
",2007,2015
960,203,"2007-2015
",2007,2015
961,199,"2007-2015
",2007,2015
962,210,"2007-2015
",2007,2015
963,245,"2007-2015
",2007,2015
964,307,"2007-2015
",2007,2015
965,178,"2007-2015
",2007,2015
966,236,"2007-2015
",2007,2015
967,109,"2007-2015
",2007,2015
968,191,"2007-2015
",2007,2015
968,214,"2016-2019
",2016,2019
969,93,"2007-2015
",2007,2015
970,249,"2007-2015
",2007,2015
971,69,"2007-2015
",2007,2015
972,94,"2007-2015
",2007,2015
973,220,"2007-2015
",2007,2015
974,187,"2007-2015
",2007,2015
975,141,"2007-2015
",2007,2015
976,78,"2007-2015
",2007,2015
977,133,"2007-2015
",2007,2015
978,99,"2007-2015
",2007,2015
979,93,"2007-2015
",2007,2015
980,214,"2007-2015
",2007,2015
981,115,"2007-2015
",2007,2015
982,163,"2007-2015
",2007,2015
983,100,"2007-2015
",2007,2015
985,144,"2007-2015
",2007,2015
986,97,"2007-2015
",2007,2015
987,90,"2007-2015
",2007,2015
988,191,"2007-2015
",2007,2015
989,128,"2007-2015
",2007,2015
990,33,"2007-2015
",2007,2015
991,160,"2007-2015
",2007,2015
991,270,"2016-2019
",2016,2019
992,51,"2016-2019
",2016,2019
993,183,"2007-2015
",2007,2015
993,192,"2016-2019
",2016,2019
994,82,"2007-2015
",2007,2015
994,100,"2016-2019
",2016,2019
995,81,"2007-2015
",2007,2015
995,113,"2016-2019
",2016,2019
996,65,"2007-2015
",2007,2015
996,66,"2016-2019
",2016,2019
997,64,"2007-2015
",2007,2015
998,80,"2007-2015
",2007,2015
998,90,"2016-2019
",2016,2019
999,99,"2007-2015
",2007,2015
1000,92,"2007-2015
",2007,2015
1000,94,"2016-2019
",2016,2019
1001,92,"2007-2015
",2007,2015
1002,63,"2007-2015
",2007,2015
1002,62,"2016-2019
",2016,2019
1003,130,"2007-2015
",2007,2015
1003,143,"2016-2019
",2016,2019
1004,141,"2007-2015
",2007,2015
1005,147,"2007-2015
",2007,2015
1006,176,"2007-2015
",2007,2015
1007,89,"2007-2015
",2007,2015
1008,87,"2007-2015
",2007,2015
1008,82,"2016-2019
",2016,2019
1009,99,"2007-2015
",2007,2015
1009,103,"2016-2019
",2016,2019
1010,119,"2007-2015
",2007,2015
1011,170,"2007-2015
",2007,2015
1012,65,"2007-2015
",2007,2015
1013,92,"2007-2015
",2007,2015
1013,109,"2016-2019
",2016,2019
1014,55,"2007-2015
",2007,2015
1014,66,"2016-2019
",2016,2019
1015,56,"2007-2015
",2007,2015
1015,54,"2016-2019
",2016,2019
1016,60,"2007-2015
",2007,2015
1017,141,"2007-2015
",2007,2015
1017,152,"2016-2019
",2016,2019
1018,41,"2007-2015
",2007,2015
1018,42,"2016-2019
",2016,2019
1019,112,"2007-2015
",2007,2015
1020,100,"2007-2015
",2007,2015
1020,120,"2016-2019
",2016,2019
1021,300,"2007-2015
",2007,2015
1022,292,"2007-2015
",2007,2015
1022,295,"2016-2019
",2016,2019
1023,78,"2007-2015
",2007,2015
1023,94,"2016-2019
",2016,2019
1024,415,"2007-2015
",2007,2015
1024,415,"2016-2019
",2016,2019
1025,65,"2007-2015
",2007,2015
1026,95,"2007-2015
",2007,2015
1027,183,"2007-2015
",2007,2015
1028,210,"2007-2015
",2007,2015
1029,84,"2007-2015
",2007,2015
1030,88,"2007-2015
",2007,2015
1031,112,"2007-2015
",2007,2015
1032,66,"2007-2015
",2007,2015
1033,65,"2007-2015
",2007,2015
1034,139,"2007-2015
",2007,2015
1035,60,"2007-2015
",2007,2015
1036,70,"2007-2015
",2007,2015
1037,89,"2007-2015
",2007,2015
1038,106,"2007-2015
",2007,2015
1039,68,"2007-2015
",2007,2015
1040,86,"2007-2015
",2007,2015
1041,61,"2007-2015
",2007,2015
1042,70,"2007-2015
",2007,2015
1043,43,"2007-2015
",2007,2015
1044,46,"2007-2015
",2007,2015
1045,28,"2007-2015
",2007,2015
1046,199,"2007-2015
",2007,2015
1047,123,"2007-2015
",2007,2015
1048,74,"2007-2015
",2007,2015
1049,65,"2007-2015
",2007,2015
1050,188,"2007-2015
",2007,2015
1051,50,"2007-2015
",2007,2015
1052,26,"2007-2015
",2007,2015
1053,84,"2007-2015
",2007,2015
1054,244,"2007-2015
",2007,2015
1055,119,"2007-2015
",2007,2015
1056,229,"2007-2015
",2007,2015
1057,114,"2007-2015
",2007,2015
1058,153,"2007-2015
",2007,2015
1058,179,"2016-2019
",2016,2019
1059,74,"2007-2015
",2007,2015
1059,100,"2016-2019
",2016,2019
1060,158,"2007-2015
",2007,2015
1060,172,"2016-2019
",2016,2019
1061,140,"2007-2015
",2007,2015
1061,155,"2016-2019
",2016,2019
1062,107,"2007-2015
",2007,2015
1064,106,"2007-2015
",2007,2015
1064,110,"2016-2019
",2016,2019
1065,380,"2016-2019
",2016,2019
1066,155,"2007-2015
",2007,2015
1066,180,"2016-2019
",2016,2019
1067,137,"2007-2015
",2007,2015
1067,189,"2016-2019
",2016,2019
1068,191,"2016-2019
",2016,2019
1069,171,"2016-2019
",2016,2019
1070,234,"2007-2015
",2007,2015
1070,307,"2016-2019
",2016,2019
1071,238,"2007-2015
",2007,2015
1071,485,"2016-2019
",2016,2019
1072,162,"2007-2015
",2007,2015
1072,156,"2016-2019
",2016,2019
1073,217,"2007-2015
",2007,2015
1073,256,"2016-2019
",2016,2019
1074,470,"2007-2015
",2007,2015
1074,475,"2016-2019
",2016,2019
1075,105,"2007-2015
",2007,2015
1075,123,"2016-2019
",2016,2019
1076,66,"2007-2015
",2007,2015
1077,158,"2007-2015
",2007,2015
1078,100,"2007-2015
",2007,2015
1079,86,"2007-2015
",2007,2015
1080,141,"2007-2015
",2007,2015
1080,150,"2016-2019
",2016,2019
1081,78,"2007-2015
",2007,2015
1081,82,"2016-2019
",2016,2019
1082,144,"2007-2015
",2007,2015
1083,140,"2007-2015
",2007,2015
1083,142,"2016-2019
",2016,2019
1084,105,"2007-2015
",2007,2015
1085,161,"2007-2015
",2007,2015
1086,140,"2007-2015
",2007,2015
1087,346,"2007-2015
",2007,2015
1087,348,"2016-2019
",2016,2019
1089,56,"2007-2015
",2007,2015
1090,60,"2007-2015
",2007,2015
1091,53,"2007-2015
",2007,2015
1092,245,"2007-2015
",2007,2015
1094,178,"2007-2015
",2007,2015
1095,187,"2007-2015
",2007,2015
1097,195,"2007-2015
",2007,2015
1098,133,"2007-2015
",2007,2015
1099,128,"2007-2015
",2007,2015
1100,138,"2007-2015
",2007,2015
1101,320,"2007-2015
",2007,2015
1102,111,"2007-2015
",2007,2015
1103,56,"2007-2015
",2007,2015
1104,165,"2007-2015
",2007,2015
